dataset,tau,model,metric,mean,std
601_fri_c1_250_5,.9,DecisionTree,losses,0.04533839143305692,0.01367750295713687
601_fri_c1_250_5,.9,LinearQuantile,losses,0.07225133190424496,0.01216814157088242
601_fri_c1_250_5,.9,SQR,coverage,0.396,0.11892854997854806
601_fri_c1_250_5,.9,LightGBM,coverage,0.40800000000000003,0.07440430095095309
601_fri_c1_250_5,.9,DecisionTree,coverage,0.40800000000000003,0.0934665715643834
601_fri_c1_250_5,.9,LinearQuantile,coverage,0.41600000000000004,0.04079215610874229
602_fri_c3_250_10,.9,SQR,losses,0.02119727923162496,0.0077643443721090635
602_fri_c3_250_10,.9,LightGBM,losses,0.03693931075923564,0.01027933583465369
602_fri_c3_250_10,.9,DecisionTree,losses,0.03905869309754426,0.008132500118967798
602_fri_c3_250_10,.9,LinearQuantile,losses,0.06560524533974259,0.009441630564637789
602_fri_c3_250_10,.9,SQR,coverage,0.384,0.06118823416311342
602_fri_c3_250_10,.9,LightGBM,coverage,0.404,0.09499473669630334
602_fri_c3_250_10,.9,DecisionTree,coverage,0.384,0.06499230723708768
602_fri_c3_250_10,.9,LinearQuantile,coverage,0.45200000000000007,0.08908422980528034
602_fri_c3_250_10,.9,SQR,complexity,11.4,2.5768197453450252
602_fri_c3_250_10,.9,DecisionTree,complexity,63.0,22.873565528793275
602_fri_c3_250_10,.9,LinearQuantile,complexity,10.0,0.0
603_fri_c0_250_50,.9,SQR,complexity,12.0,2.6832815729997477
603_fri_c0_250_50,.9,DecisionTree,complexity,16.2,9.682974749528164
603_fri_c0_250_50,.9,LinearQuantile,complexity,50.0,0.0
603_fri_c0_250_50,.9,SQR,losses,0.016668329758435813,0.0023468070470052775
603_fri_c0_250_50,.9,LightGBM,losses,0.04494419669656415,0.0046343085320748574
603_fri_c0_250_50,.9,DecisionTree,losses,0.05156647778823985,0.006994038846159938
603_fri_c0_250_50,.9,LinearQuantile,losses,0.044632877186064526,0.002330234559685862
603_fri_c0_250_50,.9,SQR,coverage,0.332,0.13481839637082177
603_fri_c0_250_50,.9,LightGBM,coverage,0.4,0.09121403400793103
603_fri_c0_250_50,.9,DecisionTree,coverage,0.392,0.054552726787943415
603_fri_c0_250_50,.9,LinearQuantile,coverage,0.4159999999999999,0.0649923072370877
604_fri_c4_500_10,.9,SQR,coverage,0.37399999999999994,0.04715930449020639
604_fri_c4_500_10,.9,LightGBM,coverage,0.42800000000000005,0.061449165982948875
604_fri_c4_500_10,.9,DecisionTree,coverage,0.41200000000000003,0.044899888641287314
604_fri_c4_500_10,.9,LinearQuantile,coverage,0.45600000000000007,0.0615142259969188
604_fri_c4_500_10,.9,SQR,complexity,13.0,2.9664793948382653
604_fri_c4_500_10,.9,DecisionTree,complexity,122.6,44.603138902996506
604_fri_c4_500_10,.9,LinearQuantile,complexity,10.0,0.0
604_fri_c4_500_10,.9,SQR,losses,0.017615393285878682,0.0036509779452325525
604_fri_c4_500_10,.9,LightGBM,losses,0.02984725196958894,0.0043620325954819164
604_fri_c4_500_10,.9,DecisionTree,losses,0.032043022485904994,0.004175061314156658
604_fri_c4_500_10,.9,LinearQuantile,losses,0.062217724771577165,0.004330432564184684
605_fri_c2_250_25,.9,SQR,losses,0.023438478812600423,0.006093834151922546
605_fri_c2_250_25,.9,LightGBM,losses,0.04682103983021608,0.00865350125521208
605_fri_c2_250_25,.9,DecisionTree,losses,0.05103156174024963,0.004190872706462788
605_fri_c2_250_25,.9,LinearQuantile,losses,0.0853134740337121,0.013544747419369094
605_fri_c2_250_25,.9,SQR,coverage,0.4,0.04560701700396551
605_fri_c2_250_25,.9,LightGBM,coverage,0.40800000000000003,0.03249615361854385
605_fri_c2_250_25,.9,DecisionTree,coverage,0.42000000000000004,0.041952353926806074
605_fri_c2_250_25,.9,LinearQuantile,coverage,0.41600000000000004,0.029393876913398138
605_fri_c2_250_25,.9,SQR,complexity,14.2,2.039607805437114
605_fri_c2_250_25,.9,DecisionTree,complexity,34.2,23.137847782367313
605_fri_c2_250_25,.9,LinearQuantile,complexity,25.0,0.0
606_fri_c2_1000_10,.9,SQR,losses,0.023169167693936166,0.0034465324131108368
606_fri_c2_1000_10,.9,LightGBM,losses,0.030148387256030057,0.0013788788833747798
606_fri_c2_1000_10,.9,DecisionTree,losses,0.035145237079708735,0.004166659782358206
606_fri_c2_1000_10,.9,LinearQuantile,losses,0.07118151030256027,0.00263483249629233
606_fri_c2_1000_10,.9,SQR,coverage,0.402,0.025416530054277676
606_fri_c2_1000_10,.9,LightGBM,coverage,0.396,0.03231098884280704
606_fri_c2_1000_10,.9,DecisionTree,coverage,0.404,0.016552945357246864
606_fri_c2_1000_10,.9,LinearQuantile,coverage,0.429,0.03382306905057553
606_fri_c2_1000_10,.9,SQR,complexity,13.4,1.0198039027185568
606_fri_c2_1000_10,.9,DecisionTree,complexity,213.4,91.12101843153422
606_fri_c2_1000_10,.9,LinearQuantile,complexity,10.0,0.0
607_fri_c4_1000_50,.9,SQR,coverage,0.4050000000000001,0.06928203230275509
607_fri_c4_1000_50,.9,LightGBM,coverage,0.4109999999999999,0.030232432915661956
607_fri_c4_1000_50,.9,DecisionTree,coverage,0.409,0.019849433241279205
607_fri_c4_1000_50,.9,LinearQuantile,coverage,0.4120000000000001,0.03124099870362663
607_fri_c4_1000_50,.9,SQR,complexity,12.4,2.727636339397171
607_fri_c4_1000_50,.9,DecisionTree,complexity,212.2,89.68032114126264
607_fri_c4_1000_50,.9,LinearQuantile,complexity,50.0,0.0
607_fri_c4_1000_50,.9,SQR,losses,0.01411099694200223,0.006211438966179984
607_fri_c4_1000_50,.9,LightGBM,losses,0.022288721005517036,0.0014730729001269616
607_fri_c4_1000_50,.9,DecisionTree,losses,0.025630956614637858,0.002837194610027807
607_fri_c4_1000_50,.9,LinearQuantile,losses,0.054299095416303525,0.0026528096058156163
608_fri_c3_1000_10,.9,SQR,losses,0.0174690723516183,0.0033939267211520875
608_fri_c3_1000_10,.9,LightGBM,losses,0.022481604024067015,0.0026060671465946176
608_fri_c3_1000_10,.9,DecisionTree,losses,0.025111885730879684,0.0030873628099632993
608_fri_c3_1000_10,.9,LinearQuantile,losses,0.05453868877711352,0.0025334256692039793
608_fri_c3_1000_10,.9,SQR,complexity,12.6,1.9595917942265424
608_fri_c3_1000_10,.9,DecisionTree,complexity,289.0,73.11361022408893
608_fri_c3_1000_10,.9,LinearQuantile,complexity,10.0,0.0
608_fri_c3_1000_10,.9,SQR,coverage,0.421,0.05171073389539159
608_fri_c3_1000_10,.9,LightGBM,coverage,0.4010000000000001,0.05112729212465686
608_fri_c3_1000_10,.9,DecisionTree,coverage,0.391,0.014628738838327807
608_fri_c3_1000_10,.9,LinearQuantile,coverage,0.43500000000000005,0.018439088914585764
609_fri_c0_1000_5,.9,SQR,complexity,13.0,3.0983866769659336
609_fri_c0_1000_5,.9,DecisionTree,complexity,322.2,3.249615361854384
609_fri_c0_1000_5,.9,LinearQuantile,complexity,5.0,0.0
609_fri_c0_1000_5,.9,SQR,coverage,0.4109999999999999,0.07172168430816443
609_fri_c0_1000_5,.9,LightGBM,coverage,0.391,0.016248076809271934
609_fri_c0_1000_5,.9,DecisionTree,coverage,0.41000000000000003,0.023452078799117152
609_fri_c0_1000_5,.9,LinearQuantile,coverage,0.4,0.047853944456021584
609_fri_c0_1000_5,.9,SQR,losses,0.020096252504143024,0.003811810818143477
609_fri_c0_1000_5,.9,LightGBM,losses,0.03526190209290468,0.003891478322907002
609_fri_c0_1000_5,.9,DecisionTree,losses,0.03957237912422633,0.0027824893738406793
609_fri_c0_1000_5,.9,LinearQuantile,losses,0.039281227866952186,0.004226412530092557
611_fri_c3_100_5,.9,SQR,complexity,10.8,1.5999999999999999
611_fri_c3_100_5,.9,DecisionTree,complexity,21.4,10.3072789813801
611_fri_c3_100_5,.9,LinearQuantile,complexity,5.0,0.0
611_fri_c3_100_5,.9,SQR,losses,0.01933679134706335,0.01302191465046144
611_fri_c3_100_5,.9,LightGBM,losses,0.06358230525426736,0.040221065797400125
611_fri_c3_100_5,.9,DecisionTree,losses,0.048958262632571296,0.01618321533079659
611_fri_c3_100_5,.9,LinearQuantile,losses,0.079381432506008,0.030351306422235446
611_fri_c3_100_5,.9,SQR,coverage,0.38,0.10295630140987
611_fri_c3_100_5,.9,LightGBM,coverage,0.41000000000000003,0.06633249580710798
611_fri_c3_100_5,.9,DecisionTree,coverage,0.3600000000000001,0.13564659966250536
611_fri_c3_100_5,.9,LinearQuantile,coverage,0.42000000000000004,0.050990195135927854
612_fri_c1_1000_5,.9,SQR,coverage,0.317,0.07493997598078077
612_fri_c1_1000_5,.9,LightGBM,coverage,0.396,0.04115823125451337
612_fri_c1_1000_5,.9,DecisionTree,coverage,0.409,0.023748684174075836
612_fri_c1_1000_5,.9,LinearQuantile,coverage,0.43,0.02588435821108957
612_fri_c1_1000_5,.9,SQR,complexity,13.6,1.019803902718557
612_fri_c1_1000_5,.9,DecisionTree,complexity,286.6,75.87779648882801
612_fri_c1_1000_5,.9,LinearQuantile,complexity,5.0,0.0
612_fri_c1_1000_5,.9,SQR,losses,0.012497895750624608,0.0049520329058971935
612_fri_c1_1000_5,.9,LightGBM,losses,0.029805024822805254,0.0020127494260483484
612_fri_c1_1000_5,.9,DecisionTree,losses,0.03246703870531741,0.002310738073815552
612_fri_c1_1000_5,.9,LinearQuantile,losses,0.06914789517419609,0.003815911025766117
613_fri_c3_250_5,.9,SQR,coverage,0.324,0.06118823416311343
613_fri_c3_250_5,.9,LightGBM,coverage,0.404,0.0889044430835715
613_fri_c3_250_5,.9,DecisionTree,coverage,0.38,0.07375635565834308
613_fri_c3_250_5,.9,LinearQuantile,coverage,0.42000000000000004,0.045607017003965536
613_fri_c3_250_5,.9,SQR,complexity,13.0,1.2649110640673518
613_fri_c3_250_5,.9,DecisionTree,complexity,62.6,22.606193841511665
613_fri_c3_250_5,.9,LinearQuantile,complexity,5.0,0.0
613_fri_c3_250_5,.9,SQR,losses,0.01414732271333942,0.0022846970210243685
613_fri_c3_250_5,.9,LightGBM,losses,0.039532915096598426,0.00470717890056275
613_fri_c3_250_5,.9,DecisionTree,losses,0.03995626155833175,0.003580276285876034
613_fri_c3_250_5,.9,LinearQuantile,losses,0.06477283057171014,0.009163181827527041
615_fri_c4_250_10,.9,SQR,complexity,12.6,3.1999999999999997
615_fri_c4_250_10,.9,DecisionTree,complexity,80.6,2.33238075793812
615_fri_c4_250_10,.9,LinearQuantile,complexity,10.0,0.0
615_fri_c4_250_10,.9,SQR,coverage,0.40800000000000003,0.06997142273814362
615_fri_c4_250_10,.9,LightGBM,coverage,0.41600000000000004,0.07088018058667739
615_fri_c4_250_10,.9,DecisionTree,coverage,0.4,0.07797435475847171
615_fri_c4_250_10,.9,LinearQuantile,coverage,0.43200000000000005,0.07440430095095309
615_fri_c4_250_10,.9,SQR,losses,0.019126685222067057,0.006638195820862439
615_fri_c4_250_10,.9,LightGBM,losses,0.038656254637713966,0.006510475918939753
615_fri_c4_250_10,.9,DecisionTree,losses,0.0391035357860247,0.007552625072302549
615_fri_c4_250_10,.9,LinearQuantile,losses,0.058368018961248866,0.007591978758552947
616_fri_c4_500_50,.9,SQR,complexity,10.8,0.7483314773547882
616_fri_c4_500_50,.9,DecisionTree,complexity,107.8,62.71969387680396
616_fri_c4_500_50,.9,LinearQuantile,complexity,50.0,0.0
616_fri_c4_500_50,.9,SQR,losses,0.014440766441397634,0.0017843057525313323
616_fri_c4_500_50,.9,LightGBM,losses,0.03288829714801615,0.004099883687077246
616_fri_c4_500_50,.9,DecisionTree,losses,0.03708033458994655,0.006044978664845716
616_fri_c4_500_50,.9,LinearQuantile,losses,0.07029454444925713,0.004038630968404491
616_fri_c4_500_50,.9,SQR,coverage,0.366,0.023323807579381187
616_fri_c4_500_50,.9,LightGBM,coverage,0.396,0.06468384651518491
616_fri_c4_500_50,.9,DecisionTree,coverage,0.382,0.07934733769950951
616_fri_c4_500_50,.9,LinearQuantile,coverage,0.43200000000000005,0.015999999999999986
617_fri_c3_500_5,.9,SQR,losses,0.016107905182680925,0.008132705163837312
617_fri_c3_500_5,.9,LightGBM,losses,0.027070957600765916,0.005928996021385105
617_fri_c3_500_5,.9,DecisionTree,losses,0.028526580336591962,0.003688955388749135
617_fri_c3_500_5,.9,LinearQuantile,losses,0.05675111473681536,0.0055554172301736085
617_fri_c3_500_5,.9,SQR,complexity,13.0,1.8973665961010275
617_fri_c3_500_5,.9,DecisionTree,complexity,143.8,39.54946270178648
617_fri_c3_500_5,.9,LinearQuantile,complexity,5.0,0.0
617_fri_c3_500_5,.9,SQR,coverage,0.406,0.07445804187594517
617_fri_c3_500_5,.9,LightGBM,coverage,0.398,0.05878775382679626
617_fri_c3_500_5,.9,DecisionTree,coverage,0.402,0.05153639490690049
617_fri_c3_500_5,.9,LinearQuantile,coverage,0.404,0.025768197453450256
618_fri_c3_1000_50,.9,SQR,complexity,12.8,2.6381811916545836
618_fri_c3_1000_50,.9,DecisionTree,complexity,105.8,36.630042315017874
618_fri_c3_1000_50,.9,LinearQuantile,complexity,50.0,0.0
618_fri_c3_1000_50,.9,SQR,losses,0.017213090568847685,0.0046197316104966205
618_fri_c3_1000_50,.9,LightGBM,losses,0.026555449902357853,0.0024336959707638396
618_fri_c3_1000_50,.9,DecisionTree,losses,0.028481141965149163,0.0011780420468134752
618_fri_c3_1000_50,.9,LinearQuantile,losses,0.062726427585668,0.003990930335788995
618_fri_c3_1000_50,.9,SQR,coverage,0.387,0.05045790324617144
618_fri_c3_1000_50,.9,LightGBM,coverage,0.4040000000000001,0.030066592756745825
618_fri_c3_1000_50,.9,DecisionTree,coverage,0.379,0.022671568097509247
618_fri_c3_1000_50,.9,LinearQuantile,coverage,0.4250000000000001,0.02449489742783178
620_fri_c1_1000_25,.9,SQR,losses,0.013822542896999931,0.004892730063638948
620_fri_c1_1000_25,.9,LightGBM,losses,0.031782974298084424,0.002816278221423181
620_fri_c1_1000_25,.9,DecisionTree,losses,0.03638070355380025,0.0019722809231460105
620_fri_c1_1000_25,.9,LinearQuantile,losses,0.07006994111958428,0.0018715389922797894
620_fri_c1_1000_25,.9,SQR,coverage,0.353,0.04664761515876239
620_fri_c1_1000_25,.9,LightGBM,coverage,0.4000000000000001,0.033015148038438344
620_fri_c1_1000_25,.9,DecisionTree,coverage,0.4,0.036742346141747685
620_fri_c1_1000_25,.9,LinearQuantile,coverage,0.42400000000000004,0.009695359714832649
620_fri_c1_1000_25,.9,SQR,complexity,14.8,1.4696938456699067
620_fri_c1_1000_25,.9,DecisionTree,complexity,102.2,42.305555190778435
620_fri_c1_1000_25,.9,LinearQuantile,complexity,25.0,0.0
621_fri_c0_100_10,.9,SQR,losses,0.023865646174246587,0.003237025003517358
621_fri_c0_100_10,.9,LightGBM,losses,0.06062932178967517,0.016966515470028545
621_fri_c0_100_10,.9,DecisionTree,losses,0.06496619546043032,0.01642284598489322
621_fri_c0_100_10,.9,LinearQuantile,losses,0.05143517755910391,0.011339420348149812
621_fri_c0_100_10,.9,SQR,coverage,0.36,0.07348469228349533
621_fri_c0_100_10,.9,LightGBM,coverage,0.4,0.10488088481701513
621_fri_c0_100_10,.9,DecisionTree,coverage,0.41,0.09695359714832659
621_fri_c0_100_10,.9,LinearQuantile,coverage,0.45,0.07071067811865477
621_fri_c0_100_10,.9,SQR,complexity,11.4,0.7999999999999999
621_fri_c0_100_10,.9,DecisionTree,complexity,15.4,8.138795979750322
621_fri_c0_100_10,.9,LinearQuantile,complexity,10.0,0.0
622_fri_c2_1000_50,.9,SQR,losses,0.02442213571104116,0.007154630264593008
622_fri_c2_1000_50,.9,LightGBM,losses,0.031662213442108664,0.0026294662927405753
622_fri_c2_1000_50,.9,DecisionTree,losses,0.03915258311064117,0.0025926653812944865
622_fri_c2_1000_50,.9,LinearQuantile,losses,0.0773438168055854,0.0014294522293367311
622_fri_c2_1000_50,.9,SQR,complexity,12.8,3.3105890714493698
622_fri_c2_1000_50,.9,DecisionTree,complexity,120.6,29.99733321480428
622_fri_c2_1000_50,.9,LinearQuantile,complexity,50.0,0.0
622_fri_c2_1000_50,.9,SQR,coverage,0.40700000000000003,0.049457052075512965
622_fri_c2_1000_50,.9,LightGBM,coverage,0.39699999999999996,0.02441311123146741
622_fri_c2_1000_50,.9,DecisionTree,coverage,0.42800000000000005,0.026570660511172847
622_fri_c2_1000_50,.9,LinearQuantile,coverage,0.418,0.019899748742132396
623_fri_c4_1000_10,.9,SQR,losses,0.014306500166271812,0.0022313574898767787
623_fri_c4_1000_10,.9,LightGBM,losses,0.023251007865332705,0.0019851587582010656
623_fri_c4_1000_10,.9,DecisionTree,losses,0.023763663173015155,0.0023741440231898254
623_fri_c4_1000_10,.9,LinearQuantile,losses,0.053264194474758296,0.0027492690345587204
623_fri_c4_1000_10,.9,SQR,complexity,12.2,1.1661903789690602
623_fri_c4_1000_10,.9,DecisionTree,complexity,287.0,73.3648417159064
623_fri_c4_1000_10,.9,LinearQuantile,complexity,10.0,0.0
623_fri_c4_1000_10,.9,SQR,coverage,0.39299999999999996,0.04802082881417189
623_fri_c4_1000_10,.9,LightGBM,coverage,0.398,0.021587033144922923
623_fri_c4_1000_10,.9,DecisionTree,coverage,0.391,0.026532998322843223
623_fri_c4_1000_10,.9,LinearQuantile,coverage,0.41400000000000003,0.041761226035642196
624_fri_c0_100_5,.9,SQR,losses,0.03198001541813994,0.009409420630572292
624_fri_c0_100_5,.9,LightGBM,losses,0.0564312070066985,0.01642412329968042
624_fri_c0_100_5,.9,DecisionTree,losses,0.05766534053170712,0.013194139840036645
624_fri_c0_100_5,.9,LinearQuantile,losses,0.041894386547643075,0.004139703643491234
624_fri_c0_100_5,.9,SQR,complexity,14.0,1.8973665961010275
624_fri_c0_100_5,.9,DecisionTree,complexity,15.8,7.652450587883598
624_fri_c0_100_5,.9,LinearQuantile,complexity,5.0,0.0
624_fri_c0_100_5,.9,SQR,coverage,0.38,0.1077032961426901
624_fri_c0_100_5,.9,LightGBM,coverage,0.38,0.16911534525287766
624_fri_c0_100_5,.9,DecisionTree,coverage,0.37,0.10770329614269006
624_fri_c0_100_5,.9,LinearQuantile,coverage,0.45,0.1264911064067352
626_fri_c2_500_50,.9,SQR,losses,0.02179759993767648,0.007278919542207941
626_fri_c2_500_50,.9,LightGBM,losses,0.03617039387564642,0.0054629886089056145
626_fri_c2_500_50,.9,DecisionTree,losses,0.04233086287492619,0.006553700079500955
626_fri_c2_500_50,.9,LinearQuantile,losses,0.08428074875912084,0.00812556936723358
626_fri_c2_500_50,.9,SQR,complexity,14.0,2.0
626_fri_c2_500_50,.9,DecisionTree,complexity,69.8,50.98391903335796
626_fri_c2_500_50,.9,LinearQuantile,complexity,50.0,0.0
626_fri_c2_500_50,.9,SQR,coverage,0.4,0.03741657386773943
626_fri_c2_500_50,.9,LightGBM,coverage,0.38,0.05329165037789691
626_fri_c2_500_50,.9,DecisionTree,coverage,0.392,0.06493073232299171
626_fri_c2_500_50,.9,LinearQuantile,coverage,0.42400000000000004,0.024166091947189147
627_fri_c2_500_10,.9,SQR,complexity,12.4,3.1368774282716245
627_fri_c2_500_10,.9,DecisionTree,complexity,125.0,44.10895600668871
627_fri_c2_500_10,.9,LinearQuantile,complexity,10.0,0.0
627_fri_c2_500_10,.9,SQR,coverage,0.348,0.071386273190299
627_fri_c2_500_10,.9,LightGBM,coverage,0.4,0.08221921916437785
627_fri_c2_500_10,.9,DecisionTree,coverage,0.39,0.0721110255092798
627_fri_c2_500_10,.9,LinearQuantile,coverage,0.4240000000000001,0.026532998322843206
627_fri_c2_500_10,.9,SQR,losses,0.023789961374523598,0.004771106930770012
627_fri_c2_500_10,.9,LightGBM,losses,0.03294375735864617,0.007885606508015093
627_fri_c2_500_10,.9,DecisionTree,losses,0.03772965628174836,0.006402299015342888
627_fri_c2_500_10,.9,LinearQuantile,losses,0.07229844500979028,0.00672412508728877
628_fri_c3_1000_5,.9,SQR,complexity,12.8,1.1661903789690602
628_fri_c3_1000_5,.9,DecisionTree,complexity,320.6,5.851495535331117
628_fri_c3_1000_5,.9,LinearQuantile,complexity,5.0,0.0
628_fri_c3_1000_5,.9,SQR,coverage,0.37,0.09648834126463156
628_fri_c3_1000_5,.9,LightGBM,coverage,0.406,0.03367491648096549
628_fri_c3_1000_5,.9,DecisionTree,coverage,0.395,0.05329165037789691
628_fri_c3_1000_5,.9,LinearQuantile,coverage,0.42400000000000004,0.018275666882497064
628_fri_c3_1000_5,.9,SQR,losses,0.01400577715766157,0.0026081001911684937
628_fri_c3_1000_5,.9,LightGBM,losses,0.023877265713566402,0.0029224125858866063
628_fri_c3_1000_5,.9,DecisionTree,losses,0.02638979497463745,0.0038050823823914904
628_fri_c3_1000_5,.9,LinearQuantile,losses,0.06100943777941518,0.002232735202989013
631_fri_c1_500_5,.9,SQR,complexity,14.6,2.0591260281974
631_fri_c1_500_5,.9,DecisionTree,complexity,125.0,45.88681727903996
631_fri_c1_500_5,.9,LinearQuantile,complexity,5.0,0.0
631_fri_c1_500_5,.9,SQR,losses,0.0170923684137176,0.007317218472853711
631_fri_c1_500_5,.9,LightGBM,losses,0.03754207525454194,0.005532852125231333
631_fri_c1_500_5,.9,DecisionTree,losses,0.0389706257641202,0.006323398516204834
631_fri_c1_500_5,.9,LinearQuantile,losses,0.07316301034093234,0.006592672893063893
631_fri_c1_500_5,.9,SQR,coverage,0.40800000000000003,0.04118252056394802
631_fri_c1_500_5,.9,LightGBM,coverage,0.398,0.024819347291981736
631_fri_c1_500_5,.9,DecisionTree,coverage,0.39,0.06841052550594827
631_fri_c1_500_5,.9,LinearQuantile,coverage,0.392,0.024819347291981736
633_fri_c0_500_25,.9,SQR,losses,0.024043243365646755,0.008431760823902889
633_fri_c0_500_25,.9,LightGBM,losses,0.03952523281248906,0.00463029557785872
633_fri_c0_500_25,.9,DecisionTree,losses,0.04780344846548065,0.005378162705743404
633_fri_c0_500_25,.9,LinearQuantile,losses,0.04164906624312072,0.0034719716509444363
633_fri_c0_500_25,.9,SQR,coverage,0.4,0.0807465169527454
633_fri_c0_500_25,.9,LightGBM,coverage,0.4,0.0260768096208106
633_fri_c0_500_25,.9,DecisionTree,coverage,0.42800000000000005,0.027856776554368235
633_fri_c0_500_25,.9,LinearQuantile,coverage,0.44000000000000006,0.07014271166700076
633_fri_c0_500_25,.9,SQR,complexity,13.8,2.7856776554368237
633_fri_c0_500_25,.9,DecisionTree,complexity,41.8,20.846102753272614
633_fri_c0_500_25,.9,LinearQuantile,complexity,25.0,0.0
634_fri_c2_100_10,.9,SQR,losses,0.042604961990358806,0.013101293551896629
634_fri_c2_100_10,.9,LightGBM,losses,0.07244211413164965,0.01576499531794477
634_fri_c2_100_10,.9,DecisionTree,losses,0.0669862435387207,0.023808136311378476
634_fri_c2_100_10,.9,LinearQuantile,losses,0.07725084099729382,0.0236311362288625
634_fri_c2_100_10,.9,SQR,complexity,12.2,1.32664991614216
634_fri_c2_100_10,.9,DecisionTree,complexity,17.8,10.628264204469138
634_fri_c2_100_10,.9,LinearQuantile,complexity,10.0,0.0
634_fri_c2_100_10,.9,SQR,coverage,0.43,0.12083045973594571
634_fri_c2_100_10,.9,LightGBM,coverage,0.39,0.11575836902790225
634_fri_c2_100_10,.9,DecisionTree,coverage,0.41000000000000003,0.11135528725660045
634_fri_c2_100_10,.9,LinearQuantile,coverage,0.41,0.11575836902790229
635_fri_c0_250_10,.9,SQR,coverage,0.38,0.03999999999999999
635_fri_c0_250_10,.9,LightGBM,coverage,0.384,0.047999999999999994
635_fri_c0_250_10,.9,DecisionTree,coverage,0.376,0.04270831300812526
635_fri_c0_250_10,.9,LinearQuantile,coverage,0.42800000000000005,0.06523802572120037
635_fri_c0_250_10,.9,SQR,losses,0.027876208002056833,0.0026558632646232288
635_fri_c0_250_10,.9,LightGBM,losses,0.04491983353984256,0.00303789243743363
635_fri_c0_250_10,.9,DecisionTree,losses,0.049136884112059645,0.008493000328259321
635_fri_c0_250_10,.9,LinearQuantile,losses,0.04957765984708385,0.005336857728403154
635_fri_c0_250_10,.9,SQR,complexity,12.0,2.0976176963403033
635_fri_c0_250_10,.9,DecisionTree,complexity,31.4,24.8
635_fri_c0_250_10,.9,LinearQuantile,complexity,10.0,0.0
637_fri_c1_500_50,.9,SQR,coverage,0.36200000000000004,0.049152822909778
637_fri_c1_500_50,.9,LightGBM,coverage,0.396,0.052763623833091675
637_fri_c1_500_50,.9,DecisionTree,coverage,0.40800000000000003,0.04214261501141093
637_fri_c1_500_50,.9,LinearQuantile,coverage,0.422,0.042614551505325046
637_fri_c1_500_50,.9,SQR,complexity,13.2,1.9390719429665317
637_fri_c1_500_50,.9,DecisionTree,complexity,79.8,42.3433583930231
637_fri_c1_500_50,.9,LinearQuantile,complexity,50.0,0.0
637_fri_c1_500_50,.9,SQR,losses,0.025708927671468023,0.0035804240606978786
637_fri_c1_500_50,.9,LightGBM,losses,0.03855284148146234,0.0038215724834521443
637_fri_c1_500_50,.9,DecisionTree,losses,0.04320609852326298,0.005190273999378984
637_fri_c1_500_50,.9,LinearQuantile,losses,0.07836869513947439,0.010905018712591683
641_fri_c1_500_10,.9,SQR,coverage,0.29400000000000004,0.028000000000000025
641_fri_c1_500_10,.9,LightGBM,coverage,0.406,0.03006659275674583
641_fri_c1_500_10,.9,DecisionTree,coverage,0.43200000000000005,0.030594117081556713
641_fri_c1_500_10,.9,LinearQuantile,coverage,0.4600000000000001,0.0363318042491699
641_fri_c1_500_10,.9,SQR,complexity,13.8,0.9797958971132713
641_fri_c1_500_10,.9,DecisionTree,complexity,161.8,2.993325909419153
641_fri_c1_500_10,.9,LinearQuantile,complexity,10.0,0.0
641_fri_c1_500_10,.9,SQR,losses,0.01326245569330831,0.0016084457440920558
641_fri_c1_500_10,.9,LightGBM,losses,0.03722763951333704,0.0022826270804807195
641_fri_c1_500_10,.9,DecisionTree,losses,0.038909553337284644,0.0016354851952841624
641_fri_c1_500_10,.9,LinearQuantile,losses,0.07703584032206356,0.009392953996919582
643_fri_c2_500_25,.9,SQR,coverage,0.404,0.05748043145279966
643_fri_c2_500_25,.9,LightGBM,coverage,0.418,0.03370459909270544
643_fri_c2_500_25,.9,DecisionTree,coverage,0.372,0.03969886648255843
643_fri_c2_500_25,.9,LinearQuantile,coverage,0.446,0.037735924528226425
643_fri_c2_500_25,.9,SQR,complexity,11.6,1.3564659966250536
643_fri_c2_500_25,.9,DecisionTree,complexity,75.8,40.33063351845592
643_fri_c2_500_25,.9,LinearQuantile,complexity,25.0,0.0
643_fri_c2_500_25,.9,SQR,losses,0.02813324573346563,0.005139054095184861
643_fri_c2_500_25,.9,LightGBM,losses,0.03406696154765544,0.005447433221550084
643_fri_c2_500_25,.9,DecisionTree,losses,0.041529169377094256,0.007304544377288592
643_fri_c2_500_25,.9,LinearQuantile,losses,0.08044560016080514,0.008318302016997098
644_fri_c4_250_25,.9,SQR,losses,0.016252448617423806,0.005866742057397452
644_fri_c4_250_25,.9,LightGBM,losses,0.037737983902213244,0.009240392430428512
644_fri_c4_250_25,.9,DecisionTree,losses,0.04389589383928673,0.007446630477299963
644_fri_c4_250_25,.9,LinearQuantile,losses,0.07619672094152977,0.010060701899374948
644_fri_c4_250_25,.9,SQR,coverage,0.396,0.09414881836751857
644_fri_c4_250_25,.9,LightGBM,coverage,0.38,0.05932958789676531
644_fri_c4_250_25,.9,DecisionTree,coverage,0.384,0.05425863986500215
644_fri_c4_250_25,.9,LinearQuantile,coverage,0.388,0.027129319932501096
644_fri_c4_250_25,.9,SQR,complexity,12.8,2.638181191654584
644_fri_c4_250_25,.9,DecisionTree,complexity,54.2,21.11302915263464
644_fri_c4_250_25,.9,LinearQuantile,complexity,25.0,0.0
