dataset,tau,model,metric,mean,std
1028_SWD,.9,SQR,complexity,3.0,0.0
1028_SWD,.9,DecisionTree,complexity,65.4,48.02332766479224
1028_SWD,.9,LinearQuantile,complexity,31.0,0.0
1029_LEV,.9,SQR,losses,0.027825003499999994,0.0027163805375994346
1029_LEV,.9,LightGBM,losses,0.0295661582185766,0.0014428626957637973
1029_LEV,.9,DecisionTree,losses,0.025525,0.0019054363017429906
1029_LEV,.9,LinearQuantile,losses,0.02944660314553426,0.001560083802794139
1029_LEV,.9,SQR,coverage,0.05999999999999994,0.009486832980505146
1029_LEV,.9,LightGBM,coverage,0.013000000000000012,0.007483314773547889
1029_LEV,.9,DecisionTree,coverage,0.06599999999999995,0.01067707825203132
1029_LEV,.9,LinearQuantile,coverage,0.03200000000000003,0.015362291495737231
1029_LEV,.9,SQR,complexity,4.8,1.6
1029_LEV,.9,DecisionTree,complexity,49.8,35.968875434186145
1029_LEV,.9,LinearQuantile,complexity,20.0,0.0
1030_ERA,.9,SQR,losses,0.037895836394362496,0.0011859632084437694
1030_ERA,.9,LightGBM,losses,0.03644245608380235,0.0011602675447855764
1030_ERA,.9,DecisionTree,losses,0.034859999999999995,0.0011916676864797493
1030_ERA,.9,LinearQuantile,losses,0.03943196483420413,0.0028359947377864206
1030_ERA,.9,SQR,coverage,0.03699999999999999,0.010295630140986974
1030_ERA,.9,LightGBM,coverage,0.031000000000000028,0.008000000000000007
1030_ERA,.9,DecisionTree,coverage,0.03599999999999996,0.019849433241279173
1030_ERA,.9,LinearQuantile,coverage,0.04600000000000002,0.03426368339802363
1030_ERA,.9,SQR,complexity,4.2,0.39999999999999997
1030_ERA,.9,DecisionTree,complexity,34.6,11.412274094149685
1030_ERA,.9,LinearQuantile,complexity,4.0,0.0
1089_USCrime,.9,SQR,losses,0.023079429189420138,0.005137620611416552
1089_USCrime,.9,LightGBM,losses,0.045921482024016205,0.004904160462589411
1089_USCrime,.9,DecisionTree,losses,0.022705629629629628,0.005834293124567404
1089_USCrime,.9,LinearQuantile,losses,0.05742613425639871,0.029572686388824383
1089_USCrime,.9,SQR,coverage,0.13111111111111115,0.1172524974068704
1089_USCrime,.9,LightGBM,coverage,0.07111111111111112,0.054251358292149776
1089_USCrime,.9,DecisionTree,coverage,0.13555555555555557,0.04988876515698592
1089_USCrime,.9,LinearQuantile,coverage,0.23111111111111113,0.14946819307377987
1089_USCrime,.9,SQR,complexity,10.4,3.7202150475476548
1089_USCrime,.9,DecisionTree,complexity,7.0,4.0
1089_USCrime,.9,LinearQuantile,complexity,14.0,0.0
1096_FacultySalaries,.9,SQR,losses,0.004280876921836546,0.0035010191318994538
1096_FacultySalaries,.9,LightGBM,losses,0.047510897648790795,0.012464788465685665
1096_FacultySalaries,.9,DecisionTree,losses,0.0216377205902692,0.0029389521224455935
1096_FacultySalaries,.9,LinearQuantile,losses,0.0025019963661621625,0.003776139623632011
1096_FacultySalaries,.9,SQR,coverage,0.07999999999999999,0.039999999999999994
1096_FacultySalaries,.9,LightGBM,coverage,0.039999999999999994,0.04898979485566355
1096_FacultySalaries,.9,DecisionTree,coverage,0.18000000000000002,0.07483314773547886
1096_FacultySalaries,.9,LinearQuantile,coverage,0.16,0.08000000000000003
1096_FacultySalaries,.9,SQR,complexity,13.6,3.555277766926235
1096_FacultySalaries,.9,DecisionTree,complexity,8.6,5.425863986500215
1096_FacultySalaries,.9,LinearQuantile,complexity,5.0,0.0
1193_BNG_lowbwt,.9,SQR,losses,0.01923382691975732,0.00024144224633805095
1193_BNG_lowbwt,.9,LightGBM,losses,0.018299587325779763,0.00021368715471323328
1193_BNG_lowbwt,.9,DecisionTree,losses,0.018747484300053286,0.00025693998996626595
1193_BNG_lowbwt,.9,LinearQuantile,losses,0.018262072419279584,0.00021844870170469898
1193_BNG_lowbwt,.9,SQR,coverage,0.003272899436665866,0.0014602301420152976
1193_BNG_lowbwt,.9,LightGBM,coverage,0.021135532536564507,0.00277637975810896
1193_BNG_lowbwt,.9,DecisionTree,coverage,0.02393895068616776,0.0025916036985005352
1193_BNG_lowbwt,.9,LinearQuantile,coverage,0.0017360863086392842,0.0018300063654338918
1193_BNG_lowbwt,.9,SQR,complexity,3.2,0.39999999999999997
1193_BNG_lowbwt,.9,DecisionTree,complexity,821.8,37.02107507893308
1193_BNG_lowbwt,.9,LinearQuantile,complexity,23.0,0.0
1199_BNG_echoMonths,.9,SQR,losses,0.02969121722158049,0.00025987984381979797
1199_BNG_echoMonths,.9,LightGBM,losses,0.02776310890017016,0.0003603244978700089
1199_BNG_echoMonths,.9,DecisionTree,losses,0.02865239335129107,0.000670126034969202
1199_BNG_echoMonths,.9,LinearQuantile,losses,0.028152770378718373,0.00022898997601541462
1199_BNG_echoMonths,.9,SQR,coverage,0.002400685910260081,0.0012758156194198882
1199_BNG_echoMonths,.9,LightGBM,coverage,0.006664010125341924,0.0037723591520952833
1199_BNG_echoMonths,.9,DecisionTree,coverage,0.02505791858898463,0.00761486299651274
1199_BNG_echoMonths,.9,LinearQuantile,coverage,0.0046867104887110544,0.0021576546113585417
1199_BNG_echoMonths,.9,SQR,complexity,3.2,0.39999999999999997
1199_BNG_echoMonths,.9,DecisionTree,complexity,457.0,14.142135623730951
1199_BNG_echoMonths,.9,LinearQuantile,complexity,12.0,0.0
192_vineyard,.9,SQR,losses,0.026594980456094264,0.00641851064397235
192_vineyard,.9,LightGBM,losses,0.025914893617021272,0.006598771831244989
192_vineyard,.9,DecisionTree,losses,0.020842940038684716,0.007758054024689378
192_vineyard,.9,LinearQuantile,losses,0.03246137862922937,0.016012055182754278
192_vineyard,.9,SQR,coverage,0.09636363636363636,0.10978566646873113
192_vineyard,.9,LightGBM,coverage,0.10181818181818181,0.0604118099121315
192_vineyard,.9,DecisionTree,coverage,0.08181818181818179,0.036363636363636376
192_vineyard,.9,LinearQuantile,coverage,0.10181818181818181,0.10793325148840606
192_vineyard,.9,SQR,complexity,9.8,2.993325909419153
192_vineyard,.9,DecisionTree,complexity,5.0,4.381780460041329
192_vineyard,.9,LinearQuantile,complexity,2.0,0.0
197_cpu_act,.9,SQR,losses,0.006030218229011105,0.0002446253612609406
197_cpu_act,.9,LightGBM,losses,0.00908807179270833,0.0005108832996675553
197_cpu_act,.9,DecisionTree,losses,0.004407949322124631,0.00016855095169019326
197_cpu_act,.9,LinearQuantile,losses,0.03117842497826569,0.0008533875464872795
197_cpu_act,.9,SQR,coverage,0.009351439015868523,0.00332548110987711
197_cpu_act,.9,LightGBM,coverage,0.021680675774635484,0.014110755102188103
197_cpu_act,.9,DecisionTree,coverage,0.010572514733588556,0.00784303446194854
197_cpu_act,.9,LinearQuantile,coverage,0.03415577710879727,0.005082143560132215
197_cpu_act,.9,SQR,complexity,4.8,1.6
197_cpu_act,.9,DecisionTree,complexity,250.2,40.607388490273536
197_cpu_act,.9,LinearQuantile,complexity,21.0,0.0
201_pol,.9,SQR,losses,0.04010426360740581,0.004297402181780102
201_pol,.9,LightGBM,losses,0.07105466666666665,0.0008211552837314033
201_pol,.9,DecisionTree,losses,0.006426066666666666,0.0007243004103577774
201_pol,.9,LinearQuantile,losses,0.04789780299584589,0.0004946038371004493
201_pol,.9,SQR,coverage,0.015933333333333334,0.008122397018942972
201_pol,.9,LightGBM,coverage,0.09999999999999998,0.0
201_pol,.9,DecisionTree,coverage,0.07053333333333331,0.004539211874813114
201_pol,.9,LinearQuantile,coverage,0.005133333333333346,0.0035125172992851767
201_pol,.9,SQR,complexity,9.0,1.7888543819998317
201_pol,.9,DecisionTree,complexity,619.8,12.687001221722964
201_pol,.9,LinearQuantile,complexity,48.0,0.0
210_cloud,.9,SQR,losses,0.014033779899040987,0.005579335933812285
210_cloud,.9,LightGBM,losses,0.024601811849543694,0.009317868400308892
210_cloud,.9,DecisionTree,losses,0.018216298547776316,0.007918743981602985
210_cloud,.9,LinearQuantile,losses,0.013899384443687834,0.005165669518266944
210_cloud,.9,SQR,coverage,0.09757575757575761,0.07252838192763929
210_cloud,.9,LightGBM,coverage,0.06632034632034631,0.027967378266639708
210_cloud,.9,DecisionTree,coverage,0.08129870129870129,0.04343732521537391
210_cloud,.9,LinearQuantile,coverage,0.07619047619047621,0.035184979699075504
210_cloud,.9,SQR,complexity,7.4,2.4166091947189146
210_cloud,.9,DecisionTree,complexity,11.0,4.1952353926806065
210_cloud,.9,LinearQuantile,complexity,9.0,0.0
215_2dplanes,.9,SQR,losses,0.012131941682866052,0.001201676864347703
215_2dplanes,.9,LightGBM,losses,0.010313745788867016,0.00011420182455675253
215_2dplanes,.9,DecisionTree,losses,0.0072938359370736325,6.603281535278421e-05
215_2dplanes,.9,LinearQuantile,losses,0.016247668846583838,0.00011474339634693347
215_2dplanes,.9,SQR,coverage,0.011577749564595497,0.005169072551433838
215_2dplanes,.9,LightGBM,coverage,0.04613435930880527,0.0022984132927929566
215_2dplanes,.9,DecisionTree,coverage,0.016586369807911817,0.005076292467173088
215_2dplanes,.9,LinearQuantile,coverage,0.0016287147018206882,0.0014900097259882956
215_2dplanes,.9,SQR,complexity,11.4,1.3564659966250536
215_2dplanes,.9,DecisionTree,complexity,997.8,35.79050153322806
215_2dplanes,.9,LinearQuantile,complexity,29.0,0.0
218_house_8L,.9,SQR,losses,0.015127845621994356,0.0016622892090380494
218_house_8L,.9,LightGBM,losses,0.011208247488427515,0.00027902822420952444
218_house_8L,.9,DecisionTree,losses,0.01112148715554446,0.00023200378180111627
218_house_8L,.9,LinearQuantile,losses,0.016792363390761716,0.0005198308447917982
218_house_8L,.9,SQR,coverage,0.0049597267891267945,0.001425135061682761
218_house_8L,.9,LightGBM,coverage,0.02630800033060885,0.0034359725810636133
218_house_8L,.9,DecisionTree,coverage,0.0301352124865353,0.0064478787524240334
218_house_8L,.9,LinearQuantile,coverage,0.0029844927860407378,0.0022518276665502144
218_house_8L,.9,SQR,complexity,6.2,2.4
218_house_8L,.9,DecisionTree,complexity,613.0,23.83275057562597
218_house_8L,.9,LinearQuantile,complexity,8.0,0.0
225_puma8NH,.9,SQR,losses,0.022892880027402578,0.0005381648221167618
225_puma8NH,.9,LightGBM,losses,0.021999023227602003,0.0006142103261726947
225_puma8NH,.9,DecisionTree,losses,0.021989589195197334,0.0007264058552904546
225_puma8NH,.9,LinearQuantile,losses,0.094806431432079,0.0018548118074602448
225_puma8NH,.9,SQR,coverage,0.006200004320809671,0.004160952779025074
225_puma8NH,.9,LightGBM,coverage,0.010961685592558034,0.006963589943371984
225_puma8NH,.9,DecisionTree,coverage,0.02414461005065034,0.007751018828465627
225_puma8NH,.9,LinearQuantile,coverage,0.5049769767890574,0.012951101311244101
225_puma8NH,.9,SQR,complexity,4.2,0.39999999999999997
225_puma8NH,.9,DecisionTree,complexity,210.2,8.908422980528035
225_puma8NH,.9,LinearQuantile,complexity,8.0,0.0
227_cpu_small,.9,SQR,losses,0.005783645703129868,0.0009125406811817498
227_cpu_small,.9,LightGBM,losses,0.009367921405565277,0.0005031017553403619
227_cpu_small,.9,DecisionTree,losses,0.004809469712866092,0.00016153781399437002
227_cpu_small,.9,LinearQuantile,losses,0.03224134354107963,0.0009079867267174077
227_cpu_small,.9,SQR,coverage,0.00866656088132598,0.004202933169771574
227_cpu_small,.9,LightGBM,coverage,0.014503334100649523,0.010598587923483282
227_cpu_small,.9,DecisionTree,coverage,0.01115890820588803,0.007438479667718709
227_cpu_small,.9,LinearQuantile,coverage,0.0340339749735723,0.006390603650576476
227_cpu_small,.9,SQR,complexity,6.0,2.449489742783178
227_cpu_small,.9,DecisionTree,complexity,247.8,40.508764483750916
227_cpu_small,.9,LinearQuantile,complexity,12.0,0.0
228_elusage,.9,SQR,losses,0.01931649512072644,0.004336208024833588
228_elusage,.9,LightGBM,losses,0.04356022102917428,0.0111043713148746
228_elusage,.9,DecisionTree,losses,0.022667421213573992,0.003962913313777825
228_elusage,.9,LinearQuantile,losses,0.10789103143887038,0.02957752564362345
228_elusage,.9,SQR,coverage,0.10727272727272726,0.06149648918286461
228_elusage,.9,LightGBM,coverage,0.07454545454545451,0.03372224907452984
228_elusage,.9,DecisionTree,coverage,0.056363636363636324,0.0646414139441134
228_elusage,.9,LinearQuantile,coverage,0.08909090909090907,0.07327069701676324
228_elusage,.9,SQR,complexity,8.4,3.006659275674582
228_elusage,.9,DecisionTree,complexity,10.2,5.74108003776293
228_elusage,.9,LinearQuantile,complexity,2.0,0.0
229_pwLinear,.9,SQR,losses,0.017847901014328777,0.0020005950784168502
229_pwLinear,.9,LightGBM,losses,0.022252854989787064,0.003733116756788949
229_pwLinear,.9,DecisionTree,losses,0.01979336203001758,0.0018706362786650018
229_pwLinear,.9,LinearQuantile,losses,0.018671019872759053,0.004103041761112644
229_pwLinear,.9,SQR,coverage,0.04500000000000002,0.03674234614174767
229_pwLinear,.9,LightGBM,coverage,0.040000000000000015,0.01999999999999998
229_pwLinear,.9,DecisionTree,coverage,0.12499999999999997,0.09219544457292889
229_pwLinear,.9,LinearQuantile,coverage,0.08,0.05787918451395114
229_pwLinear,.9,SQR,complexity,15.6,1.8547236990991407
229_pwLinear,.9,DecisionTree,complexity,27.4,20.135540717845153
229_pwLinear,.9,LinearQuantile,complexity,29.0,0.0
230_machine_cpu,.9,SQR,losses,0.007156339985059571,0.0025336243430997287
230_machine_cpu,.9,LightGBM,losses,0.014892387637642973,0.007377256509072714
230_machine_cpu,.9,DecisionTree,losses,0.009967550741940986,0.004395269813626644
230_machine_cpu,.9,LinearQuantile,losses,0.00968337798827331,0.002099779872832129
230_machine_cpu,.9,SQR,coverage,0.07902439024390247,0.03570060831742636
230_machine_cpu,.9,LightGBM,coverage,0.050243902439024365,0.028014611410213424
230_machine_cpu,.9,DecisionTree,coverage,0.1204878048780488,0.12220935238023876
230_machine_cpu,.9,LinearQuantile,coverage,0.04950058072009289,0.031060776004565065
230_machine_cpu,.9,SQR,complexity,10.0,2.449489742783178
230_machine_cpu,.9,DecisionTree,complexity,45.8,24.383601046605072
230_machine_cpu,.9,LinearQuantile,complexity,6.0,0.0
294_satellite_image,.9,SQR,losses,0.037132031574342944,0.00432274247167683
294_satellite_image,.9,LightGBM,losses,0.03936124664836413,0.006827758873731017
294_satellite_image,.9,DecisionTree,losses,0.016789432789432783,0.0018972601466964215
294_satellite_image,.9,LinearQuantile,losses,0.04047066132059851,0.0007255074907704567
294_satellite_image,.9,SQR,coverage,0.005454545454545445,0.002132099193304452
294_satellite_image,.9,LightGBM,coverage,0.062331002331002326,0.02943635012909974
294_satellite_image,.9,DecisionTree,coverage,0.07125097125097127,0.0073712765971290905
294_satellite_image,.9,LinearQuantile,coverage,0.014125874125874138,0.006871850396727818
294_satellite_image,.9,SQR,complexity,6.6,2.5768197453450252
294_satellite_image,.9,DecisionTree,complexity,234.6,77.3914723984497
294_satellite_image,.9,LinearQuantile,complexity,36.0,0.0
344_mv,.9,SQR,losses,0.0001941025752153547,8.113282479457354e-05
344_mv,.9,LightGBM,losses,0.01815090578049198,0.00023661751958901523
344_mv,.9,DecisionTree,losses,0.0005947558250416934,9.024057295758645e-06
344_mv,.9,LinearQuantile,losses,0.011906513126206605,0.00022691891847629046
344_mv,.9,SQR,coverage,0.16906513914757743,0.10391380313295724
344_mv,.9,LightGBM,coverage,0.04162082475814142,0.008416745366243338
344_mv,.9,DecisionTree,coverage,0.16035197704822424,0.035258837239725886
344_mv,.9,LinearQuantile,coverage,0.003115247359782569,0.0019763922914541633
344_mv,.9,SQR,complexity,12.0,1.6733200530681511
344_mv,.9,DecisionTree,complexity,11315.4,2904.2356378227987
344_mv,.9,LinearQuantile,complexity,14.0,0.0
4544_GeographicalOriginalofMusic,.9,SQR,losses,0.016026856857236788,0.0025451510914663382
4544_GeographicalOriginalofMusic,.9,LightGBM,losses,0.0163425368721823,0.0012603062067443134
4544_GeographicalOriginalofMusic,.9,DecisionTree,losses,0.017345519616244177,0.0017807602035545083
4544_GeographicalOriginalofMusic,.9,LinearQuantile,losses,0.015628223881366556,0.0013452159760558482
4544_GeographicalOriginalofMusic,.9,SQR,coverage,0.022578020209246197,0.012633676384602456
4544_GeographicalOriginalofMusic,.9,LightGBM,coverage,0.0227720647411249,0.014955286437916559
4544_GeographicalOriginalofMusic,.9,DecisionTree,coverage,0.04728605919699547,0.047617247254193806
4544_GeographicalOriginalofMusic,.9,LinearQuantile,coverage,0.09921756237145667,0.02657529320542303
4544_GeographicalOriginalofMusic,.9,SQR,complexity,4.8,1.6
4544_GeographicalOriginalofMusic,.9,DecisionTree,complexity,37.8,15.157836257197133
4544_GeographicalOriginalofMusic,.9,LinearQuantile,complexity,117.0,0.0
485_analcatdata_vehicle,.9,SQR,losses,0.04655255793939701,0.026443285250090303
485_analcatdata_vehicle,.9,LightGBM,losses,0.06031921574058087,0.01874980923160212
485_analcatdata_vehicle,.9,DecisionTree,losses,0.0352755882954778,0.016555655852498397
485_analcatdata_vehicle,.9,LinearQuantile,losses,0.03587014258229862,0.016286488343953697
485_analcatdata_vehicle,.9,SQR,coverage,0.13555555555555557,0.13506285688020217
485_analcatdata_vehicle,.9,LightGBM,coverage,0.12666666666666665,0.053333333333333365
485_analcatdata_vehicle,.9,DecisionTree,coverage,0.13111111111111112,0.051830683509736034
485_analcatdata_vehicle,.9,LinearQuantile,coverage,0.0866666666666667,0.07417030785901617
485_analcatdata_vehicle,.9,SQR,complexity,15.2,3.4871191548325386
485_analcatdata_vehicle,.9,DecisionTree,complexity,10.6,3.8781438859330635
485_analcatdata_vehicle,.9,LinearQuantile,complexity,12.0,0.0
503_wind,.9,SQR,losses,0.01880056786736775,0.0004027495204478761
503_wind,.9,LightGBM,losses,0.015818989065179423,0.00020111426919185583
503_wind,.9,DecisionTree,losses,0.016328085390359404,0.00045699823452695294
503_wind,.9,LinearQuantile,losses,0.01471297589499688,0.00031363446832915185
503_wind,.9,SQR,coverage,0.0037417458085201583,0.0015480029170125847
503_wind,.9,LightGBM,coverage,0.016337424981625204,0.002876027536788738
503_wind,.9,DecisionTree,coverage,0.03629320971578383,0.007989852824977065
503_wind,.9,LinearQuantile,coverage,0.00860855021384217,0.0053860958203893385
503_wind,.9,SQR,complexity,2.0,0.0
503_wind,.9,DecisionTree,complexity,204.6,27.839540226088506
503_wind,.9,LinearQuantile,complexity,14.0,0.0
505_tecator,.9,SQR,losses,0.002822934826739451,0.00046000029778472495
505_tecator,.9,LightGBM,losses,0.025368416304582565,0.002245915937980669
505_tecator,.9,DecisionTree,losses,0.006801143102464656,0.0018062870704160703
505_tecator,.9,LinearQuantile,losses,0.0031061625379211607,0.0012391313252225339
505_tecator,.9,SQR,coverage,0.042500000000000024,0.013794121131039075
505_tecator,.9,LightGBM,coverage,0.04083333333333332,0.030889588321417725
505_tecator,.9,DecisionTree,coverage,0.07333333333333336,0.058369036692791566
505_tecator,.9,LinearQuantile,coverage,0.15000000000000002,0.08838834764831845
505_tecator,.9,SQR,complexity,7.4,4.8
505_tecator,.9,DecisionTree,complexity,41.8,15.62561998769969
505_tecator,.9,LinearQuantile,complexity,124.0,0.0
519_vinnie,.9,SQR,losses,0.01783252184666666,0.001215894380709162
519_vinnie,.9,LightGBM,losses,0.01952216326698607,0.0010154408407534795
519_vinnie,.9,DecisionTree,losses,0.018570175438596487,0.0015046659756798935
519_vinnie,.9,LinearQuantile,losses,0.01822807001794322,0.0013923282982676358
519_vinnie,.9,SQR,coverage,0.019999999999999997,0.0012892051277805696
519_vinnie,.9,LightGBM,coverage,0.011578947368421067,0.0067811045930132145
519_vinnie,.9,DecisionTree,coverage,0.031052631578947353,0.018186476361232617
519_vinnie,.9,LinearQuantile,coverage,0.018947368421052647,0.02041128361017404
519_vinnie,.9,SQR,complexity,2.0,0.0
519_vinnie,.9,DecisionTree,complexity,26.6,33.21204600743532
519_vinnie,.9,LinearQuantile,complexity,5.0,0.0
522_pm10,.9,SQR,losses,0.029112813925664338,0.0012287835489976644
522_pm10,.9,LightGBM,losses,0.02776402931032957,0.0012394191459981117
522_pm10,.9,DecisionTree,losses,0.028543359217409563,0.0011897755074280496
522_pm10,.9,LinearQuantile,losses,0.03366090031572853,0.0007541663163258347
522_pm10,.9,SQR,coverage,0.026000000000000023,0.013564659966250548
522_pm10,.9,LightGBM,coverage,0.020000000000000018,0.015491933384829683
522_pm10,.9,DecisionTree,coverage,0.04600000000000002,0.02870540018881464
522_pm10,.9,LinearQuantile,coverage,0.020000000000000018,0.02097617696340305
522_pm10,.9,SQR,complexity,6.2,1.16619037896906
522_pm10,.9,DecisionTree,complexity,18.2,6.997142273814361
522_pm10,.9,LinearQuantile,complexity,7.0,0.0
523_analcatdata_neavote,.9,SQR,losses,0.017895259817096155,0.006173610234167229
523_analcatdata_neavote,.9,LightGBM,losses,0.049333333333333326,0.014295816533880474
523_analcatdata_neavote,.9,DecisionTree,losses,0.018055555555555554,0.006029352072963817
523_analcatdata_neavote,.9,LinearQuantile,losses,0.02033332956186037,0.007220003396538389
523_analcatdata_neavote,.9,SQR,coverage,0.049999999999999975,0.04472135954999579
523_analcatdata_neavote,.9,LightGBM,coverage,0.09999999999999998,0.0
523_analcatdata_neavote,.9,DecisionTree,coverage,0.049999999999999975,0.04472135954999579
523_analcatdata_neavote,.9,LinearQuantile,coverage,0.36000000000000004,0.1562049935181331
523_analcatdata_neavote,.9,SQR,complexity,3.2,0.39999999999999997
523_analcatdata_neavote,.9,DecisionTree,complexity,3.4,0.8
523_analcatdata_neavote,.9,LinearQuantile,complexity,6.0,0.0
527_analcatdata_election2000,.9,SQR,losses,0.0,0.0
527_analcatdata_election2000,.9,LightGBM,losses,0.03446443099417387,0.028941067550244132
527_analcatdata_election2000,.9,DecisionTree,losses,0.01686679237854412,0.016651939130411287
527_analcatdata_election2000,.9,LinearQuantile,losses,4.18306240469985e-12,7.301098850518752e-12
527_analcatdata_election2000,.9,SQR,coverage,0.09999999999999998,0.0
527_analcatdata_election2000,.9,LightGBM,coverage,0.08219780219780222,0.02833716300885483
527_analcatdata_election2000,.9,DecisionTree,coverage,0.16703296703296705,0.13074614257350195
527_analcatdata_election2000,.9,LinearQuantile,coverage,0.6026373626373627,0.3410799247015517
527_analcatdata_election2000,.9,SQR,complexity,16.0,1.8973665961010275
527_analcatdata_election2000,.9,DecisionTree,complexity,15.4,5.276362383309168
527_analcatdata_election2000,.9,LinearQuantile,complexity,14.0,0.0
529_pollen,.9,SQR,losses,0.01364855856697444,0.0008705644372914602
529_pollen,.9,LightGBM,losses,0.0150145741667105,0.0002404149329985998
529_pollen,.9,DecisionTree,losses,0.014888059169904214,0.000447746033984688
529_pollen,.9,LinearQuantile,losses,0.024711147561721276,0.0011322048519573859
529_pollen,.9,SQR,coverage,0.005248847381487187,0.0028216249895656035
529_pollen,.9,LightGBM,coverage,0.013989495549963694,0.01336337698600231
529_pollen,.9,DecisionTree,coverage,0.049160826169928916,0.0172822608792196
529_pollen,.9,LinearQuantile,coverage,0.3947953996588587,0.012862779063116692
529_pollen,.9,SQR,complexity,5.6,1.2
529_pollen,.9,DecisionTree,complexity,177.0,52.35265036270848
529_pollen,.9,LinearQuantile,complexity,4.0,0.0
537_houses,.9,SQR,losses,0.03527674976246884,0.004974402248566961
537_houses,.9,LightGBM,losses,0.030751545019205323,0.0006193444601906889
537_houses,.9,DecisionTree,losses,0.022884623311031495,0.0007595711693337031
537_houses,.9,LinearQuantile,losses,0.03155238857785268,0.0011033371438390338
537_houses,.9,SQR,coverage,0.01688953488372096,0.014717445223904706
537_houses,.9,LightGBM,coverage,0.004447674418604652,0.002186017304219663
537_houses,.9,DecisionTree,coverage,0.03449612403100779,0.014350739208220826
537_houses,.9,LinearQuantile,coverage,0.0021220930232558333,0.002139784138946834
537_houses,.9,SQR,complexity,4.6,2.1540659228538015
537_houses,.9,DecisionTree,complexity,987.0,351.7089705992726
537_houses,.9,LinearQuantile,complexity,8.0,0.0
542_pollution,.9,SQR,losses,0.03912183443059595,0.012105687999956882
542_pollution,.9,LightGBM,losses,0.029762310408784954,0.010623853320966128
542_pollution,.9,DecisionTree,losses,0.02669872856294876,0.008774261700220968
542_pollution,.9,LinearQuantile,losses,0.04529774874677915,0.018991321587365183
542_pollution,.9,SQR,coverage,0.15666666666666668,0.13190905958272922
542_pollution,.9,LightGBM,coverage,0.0533333333333333,0.05206833117271106
542_pollution,.9,DecisionTree,coverage,0.06333333333333331,0.02666666666666668
542_pollution,.9,LinearQuantile,coverage,0.15,0.09128709291752769
542_pollution,.9,SQR,complexity,8.0,3.286335345030997
542_pollution,.9,DecisionTree,complexity,5.4,1.9595917942265424
542_pollution,.9,LinearQuantile,complexity,15.0,0.0
547_no2,.9,SQR,losses,0.019688229373726,0.0032394656023686584
547_no2,.9,LightGBM,losses,0.017478200744936383,0.002004058970286961
547_no2,.9,DecisionTree,losses,0.01651392158979465,0.0018397218261537182
547_no2,.9,LinearQuantile,losses,0.019173659411518575,0.0025043014003254733
547_no2,.9,SQR,coverage,0.028000000000000004,0.031240998703626604
547_no2,.9,LightGBM,coverage,0.020000000000000018,0.017888543819998333
547_no2,.9,DecisionTree,coverage,0.03600000000000001,0.04715930449020639
547_no2,.9,LinearQuantile,coverage,0.048,0.03709447398198281
547_no2,.9,SQR,complexity,6.2,1.6
547_no2,.9,DecisionTree,complexity,31.8,20.65332902948094
547_no2,.9,LinearQuantile,complexity,7.0,0.0
556_analcatdata_apnea2,.9,SQR,losses,0.006112188950403423,0.001570401928204061
556_analcatdata_apnea2,.9,LightGBM,losses,0.01753849259727492,0.0021571931941225834
556_analcatdata_apnea2,.9,DecisionTree,losses,0.004401061499920094,0.0008118006500632682
556_analcatdata_apnea2,.9,LinearQuantile,losses,0.017978546481175625,0.0007838720660274422
556_analcatdata_apnea2,.9,SQR,coverage,0.1463157894736842,0.05902250850053133
556_analcatdata_apnea2,.9,LightGBM,coverage,0.034736842105263135,0.018110158456931823
556_analcatdata_apnea2,.9,DecisionTree,coverage,0.06000000000000001,0.02855717887631692
556_analcatdata_apnea2,.9,LinearQuantile,coverage,0.0431578947368421,0.025437991523357004
556_analcatdata_apnea2,.9,SQR,complexity,7.2,0.7483314773547882
556_analcatdata_apnea2,.9,DecisionTree,complexity,87.8,38.54555746126913
556_analcatdata_apnea2,.9,LinearQuantile,complexity,11.0,0.0
557_analcatdata_apnea1,.9,SQR,losses,0.005667211511414697,0.001591296505341691
557_analcatdata_apnea1,.9,LightGBM,losses,0.01821602453486638,0.0009859154521711878
557_analcatdata_apnea1,.9,DecisionTree,losses,0.004139233579486128,0.0011830335613674217
557_analcatdata_apnea1,.9,LinearQuantile,losses,0.018426675884749867,0.0007136753595532114
557_analcatdata_apnea1,.9,SQR,coverage,0.14000000000000007,0.010313641022244939
557_analcatdata_apnea1,.9,LightGBM,coverage,0.026315789473684202,0.01331485330597213
557_analcatdata_apnea1,.9,DecisionTree,coverage,0.03894736842105266,0.046791812149248165
557_analcatdata_apnea1,.9,LinearQuantile,coverage,0.0431578947368421,0.0294736842105263
557_analcatdata_apnea1,.9,SQR,complexity,6.6,0.7999999999999999
557_analcatdata_apnea1,.9,DecisionTree,complexity,83.0,31.949960876345372
557_analcatdata_apnea1,.9,LinearQuantile,complexity,11.0,0.0
560_bodyfat,.9,SQR,losses,0.0022742751429106977,0.0028960163410263026
560_bodyfat,.9,LightGBM,losses,0.017320979401767033,0.0025345429378985226
560_bodyfat,.9,DecisionTree,losses,0.004741114919308169,0.0025899241251372577
560_bodyfat,.9,LinearQuantile,losses,0.01557986824201905,0.004006536958609376
560_bodyfat,.9,SQR,coverage,0.03968627450980389,0.016873503180230273
560_bodyfat,.9,LightGBM,coverage,0.05952941176470587,0.021951538670006154
560_bodyfat,.9,DecisionTree,coverage,0.18533333333333335,0.053333679352972126
